inst	length	sigma	t	BRKGA	BRKGALlama3InstructFree	BRKGAGemini2.5Flash	BRKGAGPT4.1Mini	BRKGALlama4Maverick
14	2000	8	400	335.000000	335.000000	334.000000	335.000000	335.000000
15	2000	8	400	343.000000	353.000000	345.000000	345.000000	345.000000
16	2000	8	400	357.000000	357.000000	357.000000	357.000000	356.000000
17	2000	8	400	349.000000	350.000000	350.000000	350.000000	350.000000
18	2000	8	400	356.000000	356.000000	353.000000	353.000000	356.000000
19	2000	8	400	336.000000	335.000000	335.000000	335.000000	336.000000
20	2000	8	400	334.000000	334.000000	336.000000	332.000000	332.000000
21	2000	8	400	336.000000	339.000000	337.000000	337.000000	339.000000
22	2000	8	400	341.000000	341.000000	344.000000	341.000000	344.000000
23	2000	8	400	338.000000	336.000000	337.000000	338.000000	338.000000
24	2000	8	400	334.000000	334.000000	330.000000	334.000000	338.000000
25	2000	8	400	349.000000	346.000000	346.000000	348.000000	348.000000
26	2000	8	400	346.000000	345.000000	346.000000	346.000000	345.000000
27	2000	8	400	350.000000	350.000000	347.000000	348.000000	350.000000
28	2000	8	400	350.000000	350.000000	351.000000	351.000000	350.000000
29	2000	8	400	353.000000	355.000000	355.000000	354.000000	355.000000
30	2000	8	400	337.000000	343.000000	343.000000	342.000000	343.000000
1	2000	16	400	227.000000	232.000000	235.000000	227.000000	230.000000
2	2000	16	400	235.000000	231.000000	247.000000	247.000000	244.000000
3	2000	16	400	230.000000	233.000000	223.000000	231.000000	233.000000
4	2000	16	400	233.000000	238.000000	233.000000	233.000000	236.000000
5	2000	16	400	229.000000	234.000000	234.000000	234.000000	235.000000
6	2000	16	400	225.000000	226.000000	230.000000	230.000000	227.000000
7	2000	16	400	230.000000	226.000000	228.000000	232.000000	228.000000
8	2000	16	400	247.000000	245.000000	253.000000	251.000000	253.000000
9	2000	16	400	236.000000	234.000000	239.000000	241.000000	234.000000
10	2000	16	400	230.000000	216.000000	230.000000	225.000000	227.000000
11	2000	16	400	232.000000	235.000000	235.000000	224.000000	239.000000
12	2000	16	400	231.000000	234.000000	234.000000	238.000000	237.000000
13	2000	16	400	229.000000	238.000000	237.000000	238.000000	225.000000
14	2000	16	400	241.000000	254.000000	245.000000	248.000000	251.000000
15	2000	16	400	238.000000	240.000000	242.000000	241.000000	241.000000
16	2000	16	400	225.000000	228.000000	220.000000	221.000000	226.000000
17	2000	16	400	235.000000	234.000000	235.000000	234.000000	237.000000
18	2000	16	400	237.000000	238.000000	238.000000	227.000000	239.000000
19	2000	16	400	241.000000	244.000000	239.000000	242.000000	241.000000
20	2000	16	400	231.000000	228.000000	231.000000	228.000000	231.000000
21	2000	16	400	227.000000	236.000000	230.000000	232.000000	231.000000
22	2000	16	400	241.000000	226.000000	240.000000	240.000000	240.000000
23	2000	16	400	206.000000	222.000000	217.000000	228.000000	208.000000
24	2000	16	400	229.000000	216.000000	230.000000	228.000000	232.000000
25	2000	16	400	243.000000	249.000000	245.000000	246.000000	251.000000
26	2000	16	400	226.000000	227.000000	235.000000	230.000000	231.000000
27	2000	16	400	236.000000	239.000000	236.000000	240.000000	238.000000
28	2000	16	400	241.000000	247.000000	244.000000	245.000000	245.000000
29	2000	16	400	238.000000	234.000000	236.000000	236.000000	236.000000
30	2000	16	400	221.000000	228.000000	229.000000	222.000000	227.000000
1	2000	32	400	189.000000	166.000000	201.000000	199.000000	204.000000
2	2000	32	400	195.000000	204.000000	204.000000	211.000000	197.000000
3	2000	32	400	190.000000	193.000000	196.000000	192.000000	199.000000
4	2000	32	400	176.000000	183.000000	162.000000	184.000000	191.000000
5	2000	32	400	174.000000	180.000000	182.000000	191.000000	180.000000
6	2000	32	400	200.000000	204.000000	200.000000	192.000000	204.000000
7	2000	32	400	179.000000	179.000000	185.000000	168.000000	188.000000
8	2000	32	400	183.000000	170.000000	167.000000	181.000000	162.000000
9	2000	32	400	170.000000	191.000000	193.000000	198.000000	190.000000
10	2000	32	400	173.000000	184.000000	185.000000	168.000000	180.000000
11	2000	32	400	186.000000	172.000000	173.000000	188.000000	183.000000
12	2000	32	400	205.000000	202.000000	186.000000	196.000000	204.000000
13	2000	32	400	188.000000	191.000000	191.000000	176.000000	190.000000
14	2000	32	400	177.000000	171.000000	186.000000	178.000000	191.000000
15	2000	32	400	177.000000	183.000000	191.000000	191.000000	192.000000
16	2000	32	400	187.000000	175.000000	182.000000	181.000000	192.000000
17	2000	32	400	198.000000	200.000000	211.000000	192.000000	199.000000
18	2000	32	400	187.000000	194.000000	196.000000	174.000000	185.000000
19	2000	32	400	186.000000	187.000000	197.000000	193.000000	200.000000
20	2000	32	400	177.000000	201.000000	202.000000	196.000000	199.000000
21	2000	32	400	186.000000	189.000000	190.000000	190.000000	192.000000
22	2000	32	400	168.000000	179.000000	189.000000	180.000000	178.000000
23	2000	32	400	169.000000	192.000000	189.000000	190.000000	178.000000
24	2000	32	400	187.000000	166.000000	191.000000	176.000000	183.000000
25	2000	32	400	188.000000	184.000000	180.000000	177.000000	191.000000
26	2000	32	400	192.000000	188.000000	176.000000	188.000000	185.000000
27	2000	32	400	177.000000	197.000000	193.000000	199.000000	202.000000
28	2000	32	400	166.000000	197.000000	194.000000	194.000000	192.000000
29	2000	32	400	181.000000	180.000000	167.000000	177.000000	185.000000
30	2000	32	400	176.000000	185.000000	185.000000	184.000000	181.000000
1	5000	2	1000	2554.000000	2554.000000	2554.000000	2554.000000	2554.000000
2	5000	2	1000	2556.000000	2556.000000	2556.000000	2556.000000	2556.000000
3	5000	2	1000	2577.000000	2577.000000	2577.000000	2577.000000	2577.000000
4	5000	2	1000	2577.000000	2577.000000	2577.000000	2577.000000	2577.000000
5	5000	2	1000	2540.000000	2540.000000	2540.000000	2540.000000	2540.000000
6	5000	2	1000	2592.000000	2592.000000	2592.000000	2592.000000	2592.000000
7	5000	2	1000	2549.000000	2549.000000	2549.000000	2549.000000	2549.000000
8	5000	2	1000	2584.000000	2584.000000	2584.000000	2584.000000	2584.000000
9	5000	2	1000	2574.000000	2574.000000	2574.000000	2574.000000	2574.000000
10	5000	2	1000	2587.000000	2587.000000	2587.000000	2587.000000	2587.000000
11	5000	2	1000	2561.000000	2561.000000	2561.000000	2561.000000	2561.000000
12	5000	2	1000	2553.000000	2553.000000	2553.000000	2553.000000	2553.000000
13	5000	2	1000	2563.000000	2563.000000	2563.000000	2563.000000	2563.000000
14	5000	2	1000	2581.000000	2581.000000	2581.000000	2581.000000	2581.000000
15	5000	2	1000	2576.000000	2576.000000	2576.000000	2576.000000	2576.000000
16	5000	2	1000	2548.000000	2548.000000	2548.000000	2548.000000	2548.000000
17	5000	2	1000	2582.000000	2582.000000	2582.000000	2582.000000	2582.000000
18	5000	2	1000	2554.000000	2554.000000	2554.000000	2554.000000	2554.000000
19	5000	2	1000	2596.000000	2596.000000	2596.000000	2596.000000	2596.000000
20	5000	2	1000	2596.000000	2596.000000	2596.000000	2596.000000	2596.000000
21	5000	2	1000	2541.000000	2541.000000	2541.000000	2541.000000	2541.000000
22	5000	2	1000	2548.000000	2548.000000	2548.000000	2548.000000	2548.000000
23	5000	2	1000	2568.000000	2568.000000	2568.000000	2568.000000	2568.000000
24	5000	2	1000	2545.000000	2545.000000	2545.000000	2545.000000	2545.000000
25	5000	2	1000	2573.000000	2573.000000	2573.000000	2573.000000	2573.000000
26	5000	2	1000	2560.000000	2560.000000	2560.000000	2560.000000	2560.000000
27	5000	2	1000	2585.000000	2585.000000	2585.000000	2585.000000	2585.000000
28	5000	2	1000	2565.000000	2565.000000	2565.000000	2565.000000	2565.000000
29	5000	2	1000	2556.000000	2556.000000	2556.000000	2556.000000	2556.000000
30	5000	2	1000	2583.000000	2583.000000	2583.000000	2583.000000	2583.000000
1	5000	4	1000	1343.000000	1344.000000	1344.000000	1343.000000	1343.000000
2	5000	4	1000	1348.000000	1348.000000	1348.000000	1348.000000	1347.000000
3	5000	4	1000	1367.000000	1367.000000	1367.000000	1367.000000	1367.000000
4	5000	4	1000	1349.000000	1350.000000	1349.000000	1350.000000	1350.000000
5	5000	4	1000	1349.000000	1349.000000	1348.000000	1349.000000	1348.000000
6	5000	4	1000	1389.000000	1389.000000	1389.000000	1389.000000	1389.000000
7	5000	4	1000	1345.000000	1345.000000	1346.000000	1345.000000	1345.000000
8	5000	4	1000	1370.000000	1370.000000	1370.000000	1370.000000	1370.000000
9	5000	4	1000	1371.000000	1371.000000	1371.000000	1371.000000	1371.000000
10	5000	4	1000	1387.000000	1387.000000	1387.000000	1387.000000	1387.000000
11	5000	4	1000	1339.000000	1339.000000	1339.000000	1339.000000	1339.000000
12	5000	4	1000	1375.000000	1375.000000	1375.000000	1375.000000	1375.000000
13	5000	4	1000	1363.000000	1364.000000	1364.000000	1363.000000	1364.000000
14	5000	4	1000	1364.000000	1364.000000	1364.000000	1364.000000	1364.000000
15	5000	4	1000	1378.000000	1378.000000	1378.000000	1378.000000	1378.000000
16	5000	4	1000	1359.000000	1359.000000	1359.000000	1359.000000	1359.000000
17	5000	4	1000	1351.000000	1351.000000	1351.000000	1351.000000	1351.000000
18	5000	4	1000	1390.000000	1384.000000	1386.000000	1386.000000	1390.000000
19	5000	4	1000	1371.000000	1371.000000	1371.000000	1371.000000	1371.000000
20	5000	4	1000	1365.000000	1365.000000	1365.000000	1365.000000	1365.000000
21	5000	4	1000	1356.000000	1356.000000	1356.000000	1356.000000	1356.000000
22	5000	4	1000	1353.000000	1353.000000	1353.000000	1353.000000	1353.000000
23	5000	4	1000	1346.000000	1346.000000	1346.000000	1346.000000	1341.000000
24	5000	4	1000	1355.000000	1356.000000	1356.000000	1356.000000	1356.000000
25	5000	4	1000	1370.000000	1370.000000	1370.000000	1370.000000	1370.000000
26	5000	4	1000	1346.000000	1346.000000	1346.000000	1346.000000	1346.000000
27	5000	4	1000	1363.000000	1363.000000	1363.000000	1363.000000	1363.000000
28	5000	4	1000	1329.000000	1329.000000	1324.000000	1329.000000	1329.000000
29	5000	4	1000	1395.000000	1395.000000	1395.000000	1395.000000	1395.000000
30	5000	4	1000	1351.000000	1355.000000	1355.000000	1355.000000	1353.000000
1	5000	8	1000	764.000000	764.000000	765.000000	753.000000	765.000000
2	5000	8	1000	761.000000	765.000000	779.000000	773.000000	769.000000
3	5000	8	1000	776.000000	776.000000	772.000000	776.000000	778.000000
4	5000	8	1000	765.000000	767.000000	773.000000	765.000000	766.000000
5	5000	8	1000	753.000000	763.000000	759.000000	762.000000	757.000000
6	5000	8	1000	761.000000	764.000000	762.000000	764.000000	764.000000
7	5000	8	1000	753.000000	753.000000	755.000000	753.000000	755.000000
8	5000	8	1000	759.000000	756.000000	759.000000	759.000000	759.000000
9	5000	8	1000	764.000000	765.000000	757.000000	765.000000	763.000000
10	5000	8	1000	747.000000	746.000000	767.000000	767.000000	765.000000
11	5000	8	1000	772.000000	772.000000	789.000000	772.000000	772.000000
12	5000	8	1000	770.000000	773.000000	774.000000	777.000000	773.000000
13	5000	8	1000	775.000000	775.000000	775.000000	775.000000	775.000000
14	5000	8	1000	745.000000	746.000000	745.000000	746.000000	746.000000
15	5000	8	1000	764.000000	770.000000	768.000000	767.000000	760.000000
16	5000	8	1000	791.000000	790.000000	790.000000	777.000000	791.000000
17	5000	8	1000	746.000000	746.000000	742.000000	747.000000	758.000000
18	5000	8	1000	757.000000	764.000000	764.000000	764.000000	758.000000
19	5000	8	1000	752.000000	752.000000	749.000000	756.000000	756.000000
20	5000	8	1000	770.000000	771.000000	771.000000	770.000000	774.000000
21	5000	8	1000	774.000000	774.000000	771.000000	774.000000	769.000000
22	5000	8	1000	788.000000	788.000000	788.000000	785.000000	790.000000
23	5000	8	1000	760.000000	773.000000	773.000000	773.000000	773.000000
24	5000	8	1000	774.000000	779.000000	779.000000	779.000000	779.000000
25	5000	8	1000	766.000000	760.000000	766.000000	765.000000	767.000000
26	5000	8	1000	782.000000	782.000000	782.000000	781.000000	782.000000
27	5000	8	1000	778.000000	788.000000	788.000000	788.000000	788.000000
28	5000	8	1000	762.000000	761.000000	756.000000	762.000000	763.000000
29	5000	8	1000	764.000000	765.000000	771.000000	771.000000	761.000000
30	5000	8	1000	763.000000	766.000000	766.000000	740.000000	766.000000
1	5000	16	1000	479.000000	480.000000	486.000000	479.000000	488.000000
2	5000	16	1000	472.000000	468.000000	471.000000	475.000000	478.000000
3	5000	16	1000	457.000000	474.000000	474.000000	474.000000	465.000000
4	5000	16	1000	487.000000	485.000000	477.000000	478.000000	490.000000
5	5000	16	1000	465.000000	473.000000	466.000000	467.000000	474.000000
6	5000	16	1000	468.000000	490.000000	485.000000	481.000000	478.000000
7	5000	16	1000	478.000000	481.000000	458.000000	462.000000	482.000000
8	5000	16	1000	484.000000	471.000000	484.000000	491.000000	490.000000
9	5000	16	1000	474.000000	482.000000	475.000000	482.000000	487.000000
10	5000	16	1000	485.000000	481.000000	492.000000	489.000000	487.000000
11	5000	16	1000	455.000000	455.000000	446.000000	459.000000	457.000000
12	5000	16	1000	474.000000	488.000000	465.000000	478.000000	479.000000
13	5000	16	1000	484.000000	485.000000	476.000000	496.000000	483.000000
14	5000	16	1000	460.000000	484.000000	473.000000	485.000000	497.000000
15	5000	16	1000	478.000000	489.000000	483.000000	487.000000	485.000000
16	5000	16	1000	486.000000	471.000000	476.000000	484.000000	472.000000
17	5000	16	1000	480.000000	494.000000	490.000000	490.000000	501.000000
18	5000	16	1000	440.000000	477.000000	469.000000	477.000000	481.000000
19	5000	16	1000	479.000000	489.000000	496.000000	488.000000	485.000000
20	5000	16	1000	496.000000	496.000000	484.000000	471.000000	488.000000
21	5000	16	1000	509.000000	495.000000	506.000000	502.000000	507.000000
22	5000	16	1000	499.000000	498.000000	503.000000	507.000000	508.000000
23	5000	16	1000	471.000000	486.000000	486.000000	477.000000	481.000000
24	5000	16	1000	480.000000	484.000000	481.000000	489.000000	498.000000
25	5000	16	1000	480.000000	493.000000	491.000000	495.000000	488.000000
26	5000	16	1000	499.000000	492.000000	490.000000	497.000000	485.000000
27	5000	16	1000	489.000000	484.000000	483.000000	485.000000	503.000000
28	5000	16	1000	474.000000	493.000000	494.000000	491.000000	491.000000
29	5000	16	1000	492.000000	489.000000	488.000000	492.000000	494.000000
30	5000	16	1000	485.000000	490.000000	492.000000	479.000000	485.000000
1	5000	32	1000	328.000000	344.000000	342.000000	324.000000	331.000000
2	5000	32	1000	334.000000	348.000000	315.000000	340.000000	349.000000
3	5000	32	1000	302.000000	336.000000	337.000000	342.000000	337.000000
4	5000	32	1000	301.000000	324.000000	320.000000	332.000000	328.000000
5	5000	32	1000	342.000000	353.000000	347.000000	339.000000	357.000000
6	5000	32	1000	330.000000	341.000000	331.000000	331.000000	337.000000
7	5000	32	1000	333.000000	347.000000	349.000000	331.000000	334.000000
8	5000	32	1000	331.000000	324.000000	342.000000	336.000000	336.000000
9	5000	32	1000	325.000000	338.000000	341.000000	333.000000	327.000000
10	5000	32	1000	346.000000	322.000000	354.000000	345.000000	355.000000
11	5000	32	1000	310.000000	321.000000	329.000000	329.000000	330.000000
12	5000	32	1000	321.000000	323.000000	335.000000	320.000000	334.000000
13	5000	32	1000	341.000000	324.000000	338.000000	356.000000	355.000000
14	5000	32	1000	304.000000	330.000000	339.000000	321.000000	329.000000
15	5000	32	1000	329.000000	326.000000	302.000000	339.000000	323.000000
16	5000	32	1000	344.000000	343.000000	332.000000	336.000000	347.000000
17	5000	32	1000	329.000000	312.000000	339.000000	315.000000	326.000000
18	5000	32	1000	334.000000	337.000000	333.000000	335.000000	344.000000
19	5000	32	1000	336.000000	328.000000	326.000000	326.000000	310.000000
20	5000	32	1000	338.000000	327.000000	335.000000	347.000000	351.000000
21	5000	32	1000	349.000000	341.000000	350.000000	316.000000	348.000000
22	5000	32	1000	343.000000	348.000000	349.000000	347.000000	352.000000
23	5000	32	1000	332.000000	337.000000	333.000000	339.000000	320.000000
24	5000	32	1000	351.000000	359.000000	371.000000	350.000000	346.000000
25	5000	32	1000	350.000000	341.000000	338.000000	341.000000	355.000000
26	5000	32	1000	336.000000	336.000000	328.000000	339.000000	336.000000
27	5000	32	1000	336.000000	348.000000	347.000000	337.000000	335.000000
28	5000	32	1000	327.000000	353.000000	326.000000	337.000000	336.000000
29	5000	32	1000	313.000000	335.000000	350.000000	348.000000	350.000000
30	5000	32	1000	338.000000	343.000000	330.000000	341.000000	334.000000
